"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E+', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]"
"[['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'C7', 'C7', 'C7', 'C7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Fm', 'Fm', 'Fm', 'Fm', 'Em7', 'Em7', 'Em7', 'Em7', 'Am7', 'Am7', 'Am7', 'Am7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Fm', 'Fm', 'Fm', 'Fm', 'C', 'C', 'C', 'C']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'G#maj7', 'G#maj7', 'G#maj7', 'G#maj7', 'G#maj7', 'G#maj7', 'G#maj7', 'G#maj7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4']]"
"[['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G']]"
"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'G#dim', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G', 'G', 'G', 'G']]"
"[['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'C7', 'C7', 'C7', 'C7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Fm', 'Fm', 'Fm', 'Fm', 'Em7', 'Em7', 'Em7', 'Em7', 'Am7', 'Am7', 'Am7', 'Am7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Fm', 'Fm', 'Fm', 'Fm', 'C', 'C', 'C', 'C']]"
"[['C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
